Imports of goods and services (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Mozambique,,,,,,,,,,,,,,,,,,,,,27.3593212867462,25.7543968181391,26.2144204247092,22.7634409793742,18.3599636312278,11.4661252754503,12.0263546327449,31.3850669608057,37.297566655713,38.6489183705358,36.068153739021,34.8952587390165,43.9438817111703,47.2546447859605,48.0020471317018,41.0441234819387,29.450552044472,24.6103987390622,24.5560365434988,33.716514485558,36.9802098541392,38.4848495165564,48.8503823412574,47.6196726474109,41.7882298469108,43.9445922313105,47.2214912751361,45.1500169888276,46.3529256469104,42.8024968006695,43.2274657281892,
Myanmar,20.6828816132655,17.5829250288559,19.0417704955857,17.3244056074915,19.4743764153137,20.3830037870142,13.6847747639003,11.3456141275751,8.10405451195737,7.59455334694673,8.74268902905735,8.16326515595028,8.54994331496338,5.99914781559902,8.00558127360217,6.57664943294643,6.56652173036471,10.6050373069567,12.7012578583948,13.0557865373493,12.9425818412321,15.1492585074627,15.7441577684916,10.430928225003,9.40537710337744,8.57668293268898,6.66802186892592,5.91865816860068,4.84109964502018,3.15964252867883,3.63482237230932,2.85686907662857,2.15132879728398,2.19895776179387,1.76242734109165,1.70357300542888,1.48728503245031,1.28324113517622,1.04803401218555,0.74258555827459,0.589955941338166,0.517913062298364,0.265054650855828,0.173625330066962,0.124893586016589,0.093710590216383,0.099894628523118,0.078929168709459,0.085087931265207,0.067354524167141,0.087656884667209,
Namibia,,,,,,,,,,,,,,,,,,,,,71.1071640023683,88.4345794392523,81.0010214504597,70.9632387156817,70.0166805671393,53.8741721854305,61.89111747851,69.1038334602691,59.3511056003306,61.4762741652021,67.4066765334649,67.8436501017146,66.9343877424935,56.6867340356912,51.3206893565428,55.6666141980167,58.5970288455133,57.5368634708376,58.0126669860024,56.9183910268807,44.5456221198157,47.6731619453087,48.075077617838,52.4689041389663,42.076899646196,40.3101110942677,41.5599318871696,52.044909070408,60.0716216216216,60.1616717215854,37.818782622077,
Nepal,,,,,,13.9235990328848,8.7566939236814,6.95245511380248,7.5003483284446,10.2191610086445,8.3029197080292,9.12955879327024,7.91783165713294,10.3721532102794,10.5480958620101,13.3667255425992,14.1773018865525,14.3171288888889,15.47232828488,15.9666894160762,18.7315331584203,19.6176812892883,18.8072798775007,21.3151666350711,19.4490996858693,19.9995710986133,20.3027420859953,20.9066140548666,22.381868774868,22.2833234381476,21.6614450375184,23.1843038424568,25.735687007905,28.7566170694778,31.438134810711,34.5173594221648,35.6401935616059,37.7076998213986,33.8875500673104,29.7185091627782,32.4265852938696,33.283272135514,28.4935889762169,28.5480191211037,29.464591457087,29.4792606869219,31.3153662220755,31.7236513622056,33.7494023230324,34.6677657979886,37.0506397702886,
Netherlands,46.9935529733223,46.4563885372947,45.5294035632599,46.7126023154912,46.6845256394537,42.9856785654961,42.5573450516858,40.8920830639007,40.4926068059926,42.1723257746646,45.9456201677199,44.5262119717776,41.7273010582226,42.9764133724285,49.4445077189095,45.3994840542865,46.6452522206562,45.9427189601753,44.8687668640712,49.5353135313531,52.4222673231509,53.029572531411,52.6304545812298,53.2909246966026,55.3254849429403,57.9075522713579,49.1735996635422,49.0431206775079,51.1934962039743,54.1187352623145,52.6451660565068,53.0502185526955,51.5894580300337,49.1549311083174,51.1560155560459,53.6838967309941,54.3506747353442,57.645432843322,57.88216209058,58.8296525312473,64.5353622356206,61.4889297368286,57.6319715227831,56.7231022444936,59.0194306003453,61.0992838040775,65.0978497489893,65.9761828557837,67.966343751945,61.9972161184988,70.5822771042157,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7123109018204,32.6181431214163,31.6813966864878,30.2653136842599,28.4618002210399,26.3878108719041,27.7472412356279,28.2199514775389,29.3790694979672,32.9917857348068,,,,,,,,,,,,
New Zealand,,,,,,,,,,,25.2717199942732,21.8567943900121,21.590049558563,24.0786117188437,33.2709117328806,30.3801680312153,29.5898406593461,28.1126966247695,26.2445020550879,30.6121642819139,30.3357860008314,31.4695234155626,31.2753117834709,30.1225482075682,35.0028247799296,32.0150895556341,26.5559848989551,24.2699329840506,22.5447765041601,26.0329930777849,26.2780755487554,25.8983360445764,28.5249061669568,27.3820558699195,28.4611591385337,27.8946096923485,27.1410345462442,27.2833357541292,28.692455977543,30.8979145990168,33.3576755261039,32.2627008808102,30.1693055102999,28.3275635366212,29.2768895928319,29.5778248081133,30.0300431148413,29.1590912771081,32.1170604429773,26.4588256075318,27.1879841669369,
Nicaragua,26.1690155245115,24.5533267772843,28.9035229598511,30.2425080453559,30.4999858092928,32.4070789118252,34.1206090489384,35.0441281936497,30.3922976353548,27.1801805852885,29.1918861541478,28.5395795554622,29.6420623231455,37.8027446790105,42.6072898130552,36.9397294389132,31.8420421338695,37.4264949517575,31.2492914572441,28.1323627521605,43.2683616683798,41.7809968046153,26.0552263973223,29.9926178823092,29.4508112744514,21.8262615055602,20.8316024996842,13.7603664804115,58.2702051558894,65.1922574777463,46.3424434165096,52.505989723988,53.2663989290495,47.858039908833,32.1850627363076,34.6718381309485,39.2499473377915,47.8732822182807,46.7484029679006,54.5995502038563,51.1044602818706,48.3103165063013,48.6897730631731,51.4515199690115,54.7584448729264,58.55537445421,62.4625148351086,68.1722479426823,72.5908823946372,60.4869044246919,69.6347815835479,
Niger,7.40534303796829,9.70534288124523,12.9477921945795,10.3222702539699,14.0986407689242,14.0155684742913,16.0857537001665,14.374819071543,14.3127267621118,16.4730389192628,18.1006912072952,15.6010632356522,20.4946077496958,23.7350185771391,28.9729804883294,30.9936541778042,34.3378208385909,29.3295203748514,27.8287009469425,36.871194287376,38.1320761879513,36.2095246612659,36.0935151286843,26.9102012778328,26.969459403451,32.833747051285,20.6854710948884,25.1825359786402,23.5865712959666,23.2992946090631,21.9573596812509,18.7291501847307,17.8366974215813,18.0973752562215,26.8797105179957,24.3111424953565,23.4620873035658,24.0396571822733,26.3238334144794,22.3885387002038,25.6950952827242,24.6143057503506,24.1142252776309,25.1905511810865,26.0292658730159,24.2191414731919,,,,,,
Nigeria,16.9249811305542,16.299883726117,13.5603591839631,13.5372963850155,15.4131950351873,16.0172541169181,14.6224548133163,17.4110746381101,15.7362045760431,15.4300666835486,11.2135245215645,13.6293540490005,11.7955177757438,15.349831858696,14.5684554172618,22.831591517254,23.9222827264657,22.5228524638976,23.7622389260256,19.0622669649515,19.1961398601839,26.5807567772064,22.3103568841068,17.5281744925102,12.9529302980757,12.4394990698639,20.4976595220498,24.6709831473573,22.0265348416103,25.1558964859789,28.8095320311391,31.3357530112128,40.5009377867587,50.1999421056985,40.7617842055998,42.1844259373213,27.4448180763559,37.7507738163476,38.0670184002579,41.1325848994908,32.0278464851944,32.288702405164,32.5534697399141,40.4399474385596,31.0573245736665,31.0466820627694,27.7295191662735,25.9393898328989,29.4549476969619,28.6963455750683,30.3601997547789,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,37.3486620021452,37.1322533510199,35.5121344733345,35.9104432067924,35.6679000262099,36.0187871400383,36.6497215476067,37.907564574,35.6153280091137,34.7673796117883,37.3445215497806,37.5884788972323,34.4707220111594,38.117047951001,42.9663362080546,42.2861137710831,44.7848999840304,43.8493379376587,36.0143599777802,37.3342302156651,37.1476780913765,35.9912090835774,36.3606757785883,33.9482496194825,34.0423057177694,35.3880658614997,37.6855867659732,34.6263327484038,33.6545657534751,34.46871811087,33.7814363653402,32.0556071917053,31.1352867251798,31.5210104282725,32.0496991944762,31.793219897036,31.8325751774704,33.1490606920276,35.8172857694062,32.0435076336678,29.4276694827719,28.8223532374208,27.7477685607388,27.3988648418133,28.3989954427514,27.8459365350167,28.1625879665316,30.4523628354459,29.5065771740769,28.0237749400725,28.7560844728138,
Oman,,,,,,,,22.4226804123711,14.7395171537484,11.9,19.6629213483146,32.1342925659472,43.75,55.1948051948052,47.7572586248589,50.6904524832614,45.9685718975525,44.0430764284814,48.7268734518966,40.7134463723689,37.6554929601548,38.0887844069225,43.1516813207222,38.0670840740319,37.5791771316859,37.1827880348238,40.9264716270718,29.0670536925789,31.3536982477904,,27.59910080349,34.741331857746,35.5479437600836,38.0547922153875,34.7875102894631,35.5561417388441,35.7659635676428,38.5910172805424,49.7246406333928,37.5627923488095,31.3514503726156,36.1254155012868,28.0451420417694,32.9349269588313,39.0112785917571,31.2379028864765,32.0048053141121,40.1651045869282,37.388354517348,41.4872364039956,,
Pakistan,,,,,,,,18.1118856726086,14.7708518021017,13.8652278989114,14.6699519707106,12.7899568697789,16.9824937637116,16.3036317952452,20.777313763886,22.3924166100301,19.3740137337947,19.0208155632474,18.4791318269416,22.7572841198914,24.0999167065622,23.0123174471028,21.7644988935106,22.9775694863289,22.6261362979985,22.8141781075943,22.6666034486349,21.0036268209946,21.6701851359132,21.7469583990365,23.3711879971707,18.5577403503802,20.5285578209166,22.4408701607828,19.044535149484,19.4227840177671,21.4270250588042,20.7703128757754,17.5269340049655,16.9664634820763,14.6882826974962,15.7119941622942,15.3140127214017,16.1255283400278,14.6332292069255,19.5637946011112,23.2185806363596,21.3420789352528,23.8801890108174,20.394549256098,18.7644878831555,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.518871862143,46.209263683885,55.5943457125166,52.9170208435596,63.4606297972427,66.9334491649954,64.386598712162,53.8885100579611,73.8881790545006,106.060252121172,89.4597933513028,91.2862584236742,78.9681246333355,88.5459718478586,80.7946200181533,83.0462155362867,64.0742837317167,100.243780171625,,,
Panama,,,,,,,,,,,,,,,,,,,,,88.7541663386085,87.4834790270596,73.4505845068945,56.3318955824935,58.0126510389127,59.5409107737875,61.5013271104619,62.7369951935867,58.6090881116012,70.2179028132992,78.6023488669728,92.9377128870479,96.2056192971362,92.612406414163,94.9947633147571,98.0698448033797,82.1778354662576,85.7050773502578,81.1058769723302,67.7374021280867,69.8188546103868,65.9233538005505,62.2852905707115,58.542356106764,63.9079503219482,69.0572723686848,69.4777382272276,73.9395776497929,75.351966873706,61.1144834284327,69.1599106065138,
Papua New Guinea,,28.1335773101555,27.9159519725557,30.9659090909091,34.2993396918562,37.9759192971038,40.1317674018906,39.6298077980184,40.0738600020994,45.8959951483768,53.9382253572296,58.2386388601936,48.2499281773523,34.8201688922648,39.8415419398128,46.1642367294649,40.7809132404292,46.2687727998465,45.4196549014621,45.589856843225,53.3224135040789,58.7437620747085,60.4962268465584,53.451576060887,53.1455732214435,52.4400787780011,51.3548155178812,49.6724234903664,51.9226528063862,52.7464940079456,48.94675144659,52.1549802529399,45.702107506512,36.9460266688582,39.7680572194257,43.7009942997491,48.3988442602246,50.0504514452024,48.8194425332953,52.8884385003424,49.2434788971522,52.2504000558183,58.0033001111778,54.0311029472208,58.9188614726918,64.0693910970634,65.7897900960766,68.1345190761842,61.8363633201928,56.9672025321906,53.0810335382585,
Paraguay,17.7323764543711,20.3684985255436,14.6773103899774,12.974370280864,14.3363847932223,15.7525515952788,16.1431985704697,15.6274258748325,16.7718167803229,18.2015325829912,16.1210247982501,15.9429626538886,13.8391522215302,14.2701108806911,17.7772621758839,18.6679193328948,18.0385757096711,22.4413145758751,22.1145768536069,21.5560925374736,28.7036332327526,23.1588163315137,19.7504080220618,13.3968953510774,22.072511736224,26.3228808174724,31.970660114544,34.9216001675299,36.9140021852178,32.0343294661725,39.4931267762264,38.2143486819066,38.5834832785258,47.868100436135,67.3624793038262,71.248195914354,62.2154520761519,58.8164853206632,59.7245792741487,46.6281286858965,48.9678307866994,44.4395861902513,48.7569435819225,51.2945137392504,50.0053352494759,55.6096626677997,58.2373541821334,53.9164448293489,55.5643974436892,51.5974010157832,54.9559565320891,
Peru,20.8227549728663,22.8048950704844,22.558103904379,22.1671330415271,19.3115832959898,19.5103847489992,19.6865201370096,20.7236844857094,19.3891718382498,17.2798678345349,15.9999997275216,15.1777148186447,14.7891389247905,15.765331030246,21.9306656491412,21.9416884044398,20.2261319142915,22.7215570633445,20.0599581392512,19.0882780884827,19.4195898607807,19.698406676783,19.5414710324466,19.4961303802716,15.407445222604,16.4568116188211,15.3258239465999,12.7178390257098,22.6087903855544,12.2544432368376,13.8344479159145,14.4887064984682,15.6074756251232,16.0174944419915,15.6958827214063,18.2531354660404,18.1535218062095,18.58240830307,18.5319645175971,17.4559835252483,18.1561232011686,17.7966360349178,17.3045421201175,17.7997063688018,17.8157154583833,19.1668592689342,19.8551288054616,22.4119058150022,27.0826533528789,20.396521571273,22.2478759120189,
Philippines,11.4751538218071,14.0248936881639,19.2346557389626,16.9538218181429,18.4911320821289,18.9591899898307,18.3013103947263,20.6048583299023,19.4905312552371,17.7756941503841,21.0449045714575,20.4142881128274,19.4693076707465,19.8890242649325,27.3526110428136,27.1097730430755,25.248602715174,24.1256505627325,24.9370698778468,26.6367668802366,28.4710911634509,27.1715507322547,26.1358799660757,28.0811321214814,25.0731675694639,21.893464222577,22.374430723599,26.2213590640397,26.9390451736901,30.268498147916,33.2840405593198,32.5876935379576,34.0281852290577,39.8068577110082,40.1338624351126,44.1812512493763,49.2932987464559,59.2938353999579,53.8980148776003,49.4201500242416,53.3605660287896,52.8820890349317,55.6880751309941,54.6922782545612,54.0698722525646,51.7415644423936,48.3627690029404,43.3586106400135,39.3702260402401,33.3580311548906,36.6161983166881,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6614138798778,23.2592392231017,20.2635739356825,20.078297227752,19.6518691673209,21.0469660935526,23.7394540238048,27.3346618725417,30.8128446901491,30.1035920731634,33.5463971261913,30.7207618617586,32.0979546809337,36.0046065022368,39.8431432780481,37.8262222592856,42.1616914977015,43.6312447046366,43.8691361044728,39.3987193363536,43.4846350262336,
Portugal,19.174691959444,22.5806810137634,18.963281428522,19.9436080801189,24.6345661185747,25.8992117713784,25.5628939018918,24.2993632776924,24.5345645119285,23.557143911044,24.6791905893096,25.5938510367785,25.4617293983672,26.8957156912529,33.6397799792906,26.1321572485636,24.6030984470102,26.6877264948105,25.9467457604544,30.2093694181772,33.5266382190905,36.0482976090179,35.8775616491401,35.1592524512871,36.035055124313,33.0092126134427,28.6635281731852,32.9715781318707,36.3727444169997,36.2101183876488,36.703821365577,34.5893579072229,32.5740425327116,31.2715121991986,32.7736750746029,33.8996982043672,34.3742792316811,35.9048661389142,37.1835490344412,37.411744678556,39.9255715462755,38.3219888883188,35.9044952293145,34.4235134873289,36.3627961490163,37.0720048849832,39.5915834967306,40.1872321626844,42.5185381586912,35.4397176084072,38.2066648432647,
Puerto Rico,72.1673915512121,60.1040155326714,63.7799902190805,61.6244196956977,64.2312569417996,64.8507987164824,64.3100513962532,63.0140804321684,62.2187685647999,63.1537635562575,62.7517605402838,63.3856939401168,61.4125440243961,63.0450031064536,68.7981478242765,73.7887900078064,70.3142115715682,76.4592560938225,73.256608996159,72.8784326487499,72.5763905371026,72.9714169240941,68.6975839226832,67.9937030574312,69.6074689704895,69.1909959950886,63.2830225017679,64.7855766872113,65.6728435346603,70.1823368362664,,,100.545142418222,95.36259733225,95.730525615637,96.9079870437848,93.9033343037617,94.513763048125,94.3015249674595,98.6533773620788,97.6570181096824,99.9245366431115,97.4984830397844,102.648230461034,102.003691784615,101.015674719383,102.246902475118,99.3558627480363,98.6337763226238,92.4299485145686,92.3055728985409,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7741686957453,43.32928393216,39.783478770569,36.1662291911914,39.9624945960892,25.6921815078362,22.3293011168518,29.0758145363409,28.1269507973441,28.4673663075073,28.1305833579073,33.0039702296606,35.9809816173799,33.611401237697,29.2260659614435,31.2189124238529,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1802074833897,21.5345523844095,36.1988323492337,27.9873997067266,26.9657165152745,33.2127732590719,36.5689928624345,36.240365094809,30.6484121293036,32.850391837995,37.9001366008642,41.0694212235784,41.080617712005,42.2015125386343,45.0346455834477,43.2826320825396,38.6336511578006,42.8520828614103,43.77215805254,40.2445672053458,29.7573370119263,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0122172601926,17.9447375001552,12.9853409979264,48.2546028406102,30.4938487551746,23.1953336062219,25.8942947147357,21.8497858352426,22.5272145144077,24.5512625494372,26.1734947752529,24.0336180464301,24.2173174113332,24.4583426048935,23.8782872312026,22.16396134255,21.5101825250986,21.002926423212,21.5420622610389,22.0729057073058,20.5079762714655,21.7042364268425,
Rwanda,10.0840316610413,9.83606433539387,12.799999213568,12.656252,12.6153851122367,16.9354862018734,19.9981669308116,15.4130096502812,15.1393716184812,14.3561176634918,15.234197501142,16.8690966836587,16.2555065940189,13.4426235149691,21.3389181319185,17.6994467489349,19.3955073095098,17.6601997553493,23.8001197719784,22.7513782100808,26.3820728635125,21.7547298881021,24.1504908268967,20.7589898886078,19.6642593497413,19.8873886662933,20.154516827364,19.1412286714406,17.6032877328545,17.2884840838739,14.0695497414347,18.0553693370829,18.2630388493695,20.5037610368611,64.7930423141006,25.8213812412848,26.1986957944997,25.670121148278,23.2094000117718,23.1973941487906,25.6691284058631,25.4762415252564,26.2374754401936,25.1275269727298,24.762362415646,25.2139998741004,25.2835258474558,25.5393403165968,30.1896132221322,28.9707487363946,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,80.2973977695167,74.7027027027027,83.7511606313835,97.1450617283951,89.456450556647,80.593325092707,93.3581626319057,83.0777366472766,77.8727445394112,77.0338316286389,84.4402601848682,84.3567251461988,83.347987590486,83.1447029602984,80.4476662737761,68.9791422653273,71.1027186026724,64.5348193333653,74.5553772070626,78.657616892911,70.8760107816712,69.9612903225806,66.925972843526,65.3256969260956,58.7260710879963,59.1259717283276,59.0322790836632,51.1269034764881,54.8075391820766,54.4032154526351,52.6907636078081,57.8188981053414,52.1029226772633,44.5745006808188,
Saint Lucia,,,,,,,,,,,,,,,,,,,,101.897601145721,94.2174271278663,85.430346907994,83.8376097949438,70.9919493719436,63.295373397978,70.9740555348314,81.8503937007874,86.0124637858322,95.1171949012488,102.147235459172,84.1657196744774,83.3892702251803,76.5487118870735,73.5931301939058,71.3724448867141,69.3103254722958,68.5064085796495,68.54483531165,64.5339199642719,64.2811682720335,61.8462575524813,58.9496485085773,57.6502123722274,66.0101961120346,60.1712725431092,67.5172614024541,71.7640433433574,70.3314033416386,72.7078410884892,58.0311034322286,60.386798432902,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,87.1464774455144,82.6577650611986,95.1895637994293,105.140330405945,88.5224796989503,88.730440813142,85.6450850661626,82.891398555242,78.7190760548592,79.9930578528317,79.9604498669422,82.8108407224632,82.6906204303322,76.8218850437252,79.8581208542867,68.3534268732308,67.8481122486308,70.3055754124009,65.4871409373336,66.1755060092306,78.1205373504025,78.3383922321803,72.3092719075041,50.2773751056275,48.424640429917,46.2872482382107,49.9095845462122,51.967053366874,52.6751668521637,53.2060921717836,58.6824257378759,61.2777523058385,55.3679042860982,55.0287993287908,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.259505482623,59.8469622490738,56.5686175115207,53.362462036461,56.2886647861406,62.2752939272378,57.1924170217685,79.1517163305639,75.538613018584,53.9683594870222,50.1536486986486,55.4154031705034,58.9841397407383,57.0563164446449,54.3759427927218,55.2961326601305,58.8113119597434,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,24.7152551822171,24.942575644667,23.1252835116435,18.9392693481004,19.1301398329182,21.6483025129682,13.3262780823915,21.8468983417194,24.3150624924978,32.6311790805851,41.6901114094659,34.2867179158007,27.3391721014829,30.1508420850724,39.2032010805876,47.7920516715905,45.3482369278837,36.6424150367188,35.7862854295969,37.1325914941918,35.2028187982142,38.0773815406948,31.6021616356501,36.6367598164497,36.1921339953622,33.6608707610351,26.23490589512,27.8760783109405,26.7862101359215,26.182470772459,26.6379818986184,23.289026960478,24.902181544006,24.0740133303463,23.7762473693079,24.1147681967767,25.9192071335821,27.7949446516309,31.824202350887,37.7405079261208,37.0950142289839,43.1056295295559,35.4356876511505,
Senegal,14.2965644433413,18.7447601692846,18.1132243147762,18.0048278543569,18.2214197565101,16.9695529527317,18.1333247254436,18.3715141200426,25.079818297694,27.5369361636897,26.4246113347732,27.6749712963995,29.2444421942407,32.3195804152534,41.0231467521903,35.0361371015149,37.0916919349433,43.5670083251173,36.7270383998431,35.1827267163543,38.3563528624619,51.5059288820626,43.4332660510709,51.7803955827498,49.1899871563364,39.2303380116455,32.6504955769231,28.9560364930767,29.5941813247148,30.9077622524737,32.1856078697518,30.917652827376,30.7415693394249,29.3725552593153,39.0669503894163,37.3274552332977,32.7645923315874,33.5520980783185,34.2622744726899,35.054166902471,37.2167906015386,37.7642928976035,38.9652397153042,38.7421420224812,39.3718660904418,42.517103095722,43.0493823611746,47.7053351628004,52.4295171800446,43.0476434257521,43.0151093030684,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1448786794778,30.9065277831173,27.8632570607598,40.4937618904288,39.3518243266224,40.1424842184544,41.8349468686489,50.1160373367448,47.1659194196578,51.4313255860343,54.7179040127761,57.6280434379057,47.049314142691,51.394668340805,
Seychelles,,,,,,,,,,,,,,,,,90.3719912472648,82.393509127789,83.3417381072449,78.2436120069462,79.1379127295891,72.607532414077,75.9657095641396,63.9339309094572,62.6533096152046,63.7646277699394,55.9077809798271,50.0680564510352,57.6832460732984,62.4928202182654,66.7429210512938,62.0726225948184,59.6164235548352,64.4771135364066,55.2858420753029,61.883315428477,75.745940324774,76.583262651965,76.7250804360728,85.2837785055434,81.427865309573,103.045926798798,85.1795848690509,83.9916014810834,95.8366658353311,102.73430341148,106.863806852347,128.862527142938,137.950601568599,123.736901632571,,
Sierra Leone,,,,,29.5162227836708,31.2816517335411,31.6181953765846,31.3143309580364,26.8477533417478,25.192688846154,29.2810809156862,32.3865903581076,29.0338222125306,23.4036628893302,26.1334724361671,34.4712698541984,28.9264579880532,26.7297690614399,24.0078497139068,27.0856692734244,38.2172209234521,39.7384295994198,25.9333120412178,22.0350731331605,12.4052025634609,16.6093921674677,15.0101419878296,23.1888569185072,14.3914881763445,17.6707770986199,23.768625552416,23.6101532181259,23.3721721532704,21.8320262275844,25.6486293951452,26.4831318757719,35.483825910651,15.1535238980853,19.0436945635907,28.0413998944917,39.2793377222589,34.2610842903868,35.8725567002133,40.8112866462161,33.4531619432404,36.4980151324635,32.5329715098493,27.7915524116988,29.392320406912,29.0352426084102,29.5354563886601,
Singapore,,,,,,134.367245657568,130.56217956361,121.702745512144,131.203722806776,141.644515328726,145.114023144997,139.90990600771,122.383580794447,127.476970169511,164.64347839653,146.516983304548,156.569484288478,164.46510260697,169.500953505019,190.720105411336,209.554290765568,202.209194346313,187.972386727662,166.988328860672,157.599652857298,153.002675883325,146.664541832669,161.767122955678,175.637599510564,168.445336990596,167.38257665086,156.305999308216,149.934198645731,152.095190043383,150.953673358829,166.346136703625,161.956476384348,156.957449189646,147.460853075772,163.04130386278,179.580106541784,172.500462974453,171.564114492035,179.811154844653,193.89702663003,200.580512799879,204.54939919315,186.616115411024,212.487950262715,176.289211097911,183.005063029347,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0516762082357,34.0210180758437,32.1361775827036,35.5395675354941,49.2962157419641,74.2702377369846,60.7506413576055,53.9437487548489,55.5481437395162,64.1270816770151,66.0095641096385,70.0185153089639,65.6548436164746,73.0251474841691,80.7972614179381,78.3980341168654,77.7567741081929,77.3241098765458,80.916875017642,88.5239494072624,87.9603182530679,85.7374754569176,71.5963157738781,82.372344542936,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5298963154604,74.2490197006709,56.1863617739751,57.6644755055373,56.307756474496,51.5308474068256,50.8706697013501,52.1630660584648,52.5639431381051,51.4168261584507,57.1691201093154,56.006773111327,53.9095605939087,54.0266484499083,59.0997501194635,62.586139909776,67.0578326431153,71.2795513618405,70.3629004677687,56.9534070016543,64.8600513010518,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,79.2638036809816,62.7322404371585,72.1739130434783,56.055900621118,62.3837209302326,74.850136239782,56.5271966527197,59.4899536321484,67.257217847769,64.6928104575163,76.4056571231459,62.2667027319448,68.8296816550882,68.771654572792,58.5312075983718,55.8096844612026,65.5881377611445,52.6707800793301,42.1045863694814,38.6324631921236,35.8905874233197,30.4795795427824,31.6756756756757,42.3671463171392,54.6058330926942,57.2353465887837,56.3810536604466,57.7567516667698,51.2715707175207,61.5361508327152,
Somalia,17.1450567127357,23.0825243807754,27.5140777542296,25.9731572279907,30.4360884574841,20.6387559655582,22.5739825935596,22.2531297131305,21.51855,23.6511898055583,16.7389994370313,19.9127353952606,20.5477149340551,26.8768328492891,39.98776794157,26.8816345547428,23.843907238736,59.2150967917851,56.105599820559,75.5279154415764,88.4872209847612,68.3718781468842,68.0501351341747,72.6844870763999,61.0795625201688,19.3068878337564,29.3948166846359,31.2148392953593,22.1848157420296,44.8968705235231,37.7414048218134,,,,,,,,,,,,,,,,,,,,,
South Africa,25.3192443583192,21.9859606885207,21.2720061033889,23.8350580968024,26.3126416952148,27.586207570499,23.8328664799253,24.9398470973794,22.8723403728548,23.1079459819334,25.3381277443796,26.0823424622128,22.8170243702108,22.7608922681465,28.5455361749498,30.1577416428928,28.9613576763486,25.2269352078582,25.6469442578842,25.7664542457216,27.3489561598703,30.3644698280372,26.8693470262052,21.0026491373785,23.6571305938215,22.5685349213222,21.7677968386156,20.3473284709277,22.6097628672473,21.3866238216001,18.7622505761219,17.4769556517642,17.3021690130628,17.8157993507963,19.8595778533943,22.0932300691978,23.1958998772964,23.4375049278873,24.5105217455705,22.7406742544611,24.9154138531101,26.0783505113572,29.0871891560483,25.5422828570014,26.7212756832074,27.8508060050335,32.4534265161348,34.2264476238564,38.6315876030445,28.2866764970665,27.5120117375535,
Spain,6.90132215909332,8.60150176253234,10.1191271129091,10.7800567605925,11.3836299665543,13.1459716917289,13.5562540233952,11.8836072599562,12.600408531922,13.1285737412721,13.3530233225304,12.5630117224097,13.5000409000338,14.4206888685194,18.0539939473768,16.2977426809373,17.0784630026498,15.5190376755829,13.5039595648878,13.7830656822954,16.8435908514643,18.6254251018513,19.0687843543531,20.1824919752233,19.7388825533961,19.5082333196982,16.7267495567865,18.1361846774116,18.931633787105,20.2689056493394,19.3951451125994,19.2311804573312,19.3018635534384,18.7661334034148,20.806830865237,22.3819053901455,23.089974781315,25.4391065266183,26.8870958473975,28.5221625610837,32.1621291429134,31.0474262426581,29.4501142338379,28.6974936424631,29.939051795273,30.962310407662,32.7085475330291,33.6123932999031,32.2238090511743,25.5263712219403,28.4206246806156,
