Trade balance (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Honduras,-1.63861172714967,0.393037619314992,0.41263699135476,-2.63286201852755,-2.27571115973742,0.45217733215374,-1.4546776556508,-2.0230731188249,-1.20593689039117,-2.88922141848041,-6.19640387275242,-0.820793433652531,1.05853055276834,-0.876712359512105,-11.9381343644273,-8.98576512455516,-4.45103878699294,-4.4324648947822,-4.12024013052484,-3.68643274171257,-6.81995190247917,-6.06490512502217,-1.37764654930784,-3.0711742925829,-6.32720699005725,-4.76714018549168,-1.71983719179866,-2.86574355007918,-2.63755269700573,-3.33849424933934,-2.74387812076254,-3.05259286502391,-4.1063829787234,-9.02199303627308,-10.0235603908253,-4.38051563708108,-5.11483784519398,-5.63102362975164,-7.65637865924643,-14.9553803050742,-12.447746446158,-13.1797243872909,-12.5362589460001,-14.060237953698,-18.6158361029188,-18.4779661433526,-21.0225470995743,-28.0526295149871,-33.0984080771127,-18.9289284531894,-20.7379077760948,
"Hong Kong, China",-9.61372578433901,-9.78685532624538,-10.2938606475891,-9.21853863887634,-9.61944417869868,-3.44135359908231,-3.53740543569627,4.65416936005171,5.38447576985904,8.8297379395562,7.70562770562771,4.2068525537584,7.95511066898781,6.31963956980913,4.80016961730096,5.59444791897835,10.6824408862704,6.53901832782497,1.01519288664846,1.29473132325629,-0.478375475934785,-1.4852715867372,0.606423483173668,1.85411977835597,8.10857451842875,10.1664240326851,9.23059091820369,10.5137711191464,9.02277294758676,11.5487032603101,8.64095500459137,6.90356991789363,5.29946017921156,6.77686110715994,1.23087057385892,-4.44655963446648,-1.44906672002251,-3.35202897531472,0.555863251142513,5.26665235089226,4.44450347209046,4.49378010464756,8.2936537139654,9.23660530256462,8.86763375216634,12.4266774676513,11.3986648655207,10.8280400650171,10.2596226262082,7.45893848446856,5.61112200649365,
Hungary,-2.2108843537415,-0.144664680226281,-0.563448035864158,-1.57431679903508,-2.87498843342278,-0.734760358029285,0.995999147516235,-1.8850287868585,-0.774868352175205,2.19561378579905,-2.31335025319653,-6.22895576241454,1.21674851647227,4.5696330587451,-4.42300667337865,-7.406999711305,-4.25117329956859,-4.45223352308448,-9.12171195029411,-3.44322656354416,-2.15871439646839,-1.05524725866508,0.799296119338909,1.91294414006763,3.15629931238604,2.07051074920331,-1.41605437178545,-0.482317734452082,2.68383547492162,3.33195382257015,2.61181546278609,-0.718347809522252,-0.024760965421877,-8.04097372071762,-6.2832759184484,0.300707301143243,0.665466961491575,1.22052729788968,-1.26969379346408,-2.51632480518374,-3.44962471293747,-1.03262085059102,-1.85280279729185,-3.84304502019243,-3.60046141745437,-2.10692177950479,-0.914944975576378,0.891486731652927,0.454221330207448,4.85806700936578,6.50130093613416,
Iceland,-4.27079910448662,3.11875452951991,3.45066556581926,-1.19338413816504,-1.44914497541803,1.27821614173122,-1.01264336886389,-7.80823266228632,-7.80454881670849,2.04392456806108,1.73350021858995,-6.41704989343141,-1.77694938482588,-2.02368203354677,-9.68730666831991,-8.34144516422416,0.389547840454056,-0.761344802233067,2.97796353782218,1.175864005625,0.019818831533698,-1.45769052622029,-4.70450251230923,2.1755560954304,-0.028877810899816,0.185469110812371,3.86501671676916,-1.0287814690134,-0.884703926106473,2.26064202542493,1.31302631543146,-1.22952218490499,-0.075366653175588,3.16543585821925,5.1543012722638,3.61364423691327,0.607852297508676,0.524943199342336,-4.43802907148315,-4.69042300623062,-7.27865643249993,-1.05585166236768,1.55453114697414,-3.06146756342016,-5.62331525426189,-12.2633979813987,-18.2115881206332,-10.6671510369504,-2.76820627112256,8.42013117647685,10.034824093859,
India,-2.63036341499729,-1.65952847305586,-1.90017302688763,-1.6589897767781,-1.95483322055659,-1.92747001713307,-2.56062565040522,-1.93628309051248,-0.915471467805921,-0.32103099450321,-0.097299401068131,-0.339236314439755,0.322397464783572,-0.520864695610285,-1.20368245224798,-1.01162417924271,0.57850602197221,0.119654461263085,-0.276553142200393,-1.4358806434448,-3.14163857742313,-2.66561283334797,-2.18414207129735,-2.03878913185159,-1.45947333793347,-2.41815661323001,-1.84742833909331,-1.39104289095487,-1.43617309454433,-1.148899697345,-1.41549513363201,0.000763674741763,-0.755789000931449,0.01709391837654,-0.305484344788749,-1.19314019900773,-1.17276952191943,-1.2526536219566,-1.68256149072721,-1.94694254969814,-0.922649994244437,-0.890453155661023,-0.99508629037942,-1.29219228343936,-1.75479125497462,-2.74554940642955,-3.15960324868784,-4.01493975845626,-5.11005310586081,-5.21354001994727,-3.24345665233375,
Indonesia,3.15079126213592,-2.19217822580645,0.702895638761305,1.30588630621576,1.37830563230606,0.103917377034259,-7.51859695754512,-6.74841537261626,-3.3349139831855,-4.54820793275129,-1.51901886565685,-1.02513695982408,1.38082392980362,2.40914532341199,9.33375544251262,2.9854163419684,3.00590415860921,5.64976953087965,3.20667665389518,8.00866120052911,13.9686248889224,5.0174753995754,1.24544643209836,-1.51785151748678,3.50925918926483,1.75139800327253,-0.999389741779895,1.53681105619378,2.68578946158972,2.87969096149827,1.5951325090736,1.69513278820669,2.93312495306572,2.98623771811706,1.14575409521611,-1.33426035186691,-0.615638917995436,-0.275370747932033,9.75007648240884,8.08434445305683,10.517741102322,8.2710611897308,6.29577874683821,7.33881745022393,4.67209423529753,4.14659928743578,5.41230581374649,4.04218699204524,1.05516870345069,2.80728580703614,1.63451715006618,
Iran,,,,,,1.3727379738138,0.492139088540914,-0.355572997698499,-0.953231906376251,-0.891008000858378,-0.58600157620768,4.12933139203447,3.82796377402525,15.6615781723212,26.9209021145468,9.50952196448315,12.7057836176375,5.04938061998071,3.77400282932689,12.9501177783491,-12.6595695220688,-13.1733166409172,-1.80018704038098,-7.63900552713552,-3.82620329963904,-4.16608397484872,-5.91316456936611,1.38901906224698,-5.87788859362912,-7.21978191479187,-8.61131578906737,-14.6312484151612,-12.1198776678503,7.56862051143769,17.3152325868498,8.59262819532382,5.87312637952113,2.14539520764627,-2.03877669778992,6.54521223884316,5.27505392658862,1.7165966708513,3.80991697344473,1.53019524517618,3.119061301592,8.39837439428411,8.03615808816335,10.6407296633354,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,-5.74667762632443,-5.54678333461419,-6.93056884268043,-7.4947308907921,-7.84891856224561,-9.23564059255083,-6.3436593641973,-3.62440221365683,-6.81165072472966,-9.22861348715607,-8.34260348753337,-7.64017351998265,-5.79000198779529,-7.26115704972033,-14.742991459031,-6.62645217038309,-8.48539939884045,-9.6567225284831,-10.4235514697036,-16.585750463253,-13.7997879113528,-14.4714082747426,-7.93834518192722,-3.71691594585308,-1.47185318436119,0.596609695192508,1.35500912554364,4.53469707083555,6.4414549560214,5.86415828047896,4.80178920765134,5.15778219077589,7.79720119195737,10.7817290861679,10.0818447094797,11.6647754440636,11.7767493360826,12.8995772952623,11.634586124564,13.8785059207247,13.330658554769,15.411278787658,17.0988674493372,15.9388987012664,14.8221572212153,11.6658618229803,9.60912460261009,8.98272977681697,9.05820227038778,15.4829634786534,19.0856595540616,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,0.789602955983526,0.311881717062675,1.05890412607559,2.64405128105152,1.3559527596628,-13.066424021838,-9.7319932998325,-13.7386269644334,-18.0342065382117,-21.7287965974481,-24.5386374514705,-22.3907378134746,-19.0962147740537,-26.2252373091209,-28.25453570471,-34.6812675101383,-29.9861446818839,-20.9728978457262,-26.4308275426406,-24.0705776579007,-15.556570978031,-17.4653370947546,-19.5381249100462,-18.0307914145297,-14.5495003306276,-13.6090308466809,-12.9030816906912,-17.8940113990325,-13.0576634784313,-8.91179369628825,-10.6915738376476,-15.4862635853982,-13.7042627088495,-16.1205077059054,-15.3483868203374,-8.13398783185841,-7.49308673545241,-4.97218358831711,-2.71325255040951,-2.75815454386883,-0.296870084932369,-2.46932663510772,-3.05367748683277,-0.731301939058172,0.028143744173366,-0.30373443983403,0.489343694698777,-1.31776504715675,-1.55831977273354,2.43980846995922,2.04133117238714,
Italy,-0.365626732202352,-0.070643826430296,-0.534376947169958,-2.17868734551933,0.10482107917919,2.16213254077871,1.69097928166968,0.964577284736962,1.96749152831695,1.29763286737531,0.256043547115244,0.814312318196166,0.857080395017372,-1.91018801271315,-3.88628973697092,0.089489077842159,-1.1235682286544,1.01476256152824,2.20138924834496,1.13075421573481,-2.68252713598094,-2.0049875722042,-1.29465165478582,0.520408835769776,-0.418357226667459,-0.40316650497561,1.31829379219757,0.444009889254394,0.068109193963219,0.002286989742791,0.195408295266439,0.09789684419722,0.067774163560715,3.18841143150354,3.44856571621391,3.84055929126531,4.72060058195268,3.92218263473232,3.22295963086424,1.91854822030886,0.953440499738984,1.38310725308258,0.936827144497351,0.540015596416561,0.702218032599031,-0.060353132411622,-0.815234078759501,-0.250225372761612,-0.832057325605605,-0.528265032552943,-1.909514978545,
Jamaica,-4.80872618145385,-1.70117751830299,-1.90583525345622,0.127681894201801,-5.52035491584509,-3.58582949308756,1.58284401327547,-0.757757998556651,-5.23693534100974,-6.69890176854553,-4.18588780787359,-7.11946350592639,-8.28990322751935,-9.58195226081605,-10.2306394961097,-10.3484072160422,-8.84512606889784,1.38442383404011,3.22149082084459,-0.824823428369827,0.027235297632245,-8.61708286867034,-10.6014915552422,-7.33140614619631,-6.0319493257586,-9.83271266881882,2.95646547087728,0.334353923847262,-4.15522800741301,-8.78568905187055,-3.81382102460285,-1.18411150142486,-0.945238637068912,-8.23412661783281,-6.17758224981746,-10.2598781459554,-11.4954918585674,-12.7750112029559,,,,,,,,-18.0717553871109,-19.5504370328154,-25.6579216734524,-29.2184763741562,-17.8671679647239,-17.7090326601948,
Japan,0.434980425289213,-1.62371849103841,0.140158859578712,-0.838476816501392,-0.196770724342872,1.38267046273374,1.5475980379721,0.203991981953796,1.09843075558829,1.57622372323356,1.24607970203801,2.66930683705104,2.26256022351118,0.005600149904026,-0.764616071380966,0.014895623192403,0.764421186197043,1.59259957807719,1.69672339977225,-0.917569055055916,-0.91381645512021,0.735171882289762,0.674713758352287,1.70744019732104,2.65239793791499,3.3925431904362,3.89972970949276,2.98192789794285,2.16397994552229,1.52079063264559,0.94249753264029,1.60772252162128,2.16263976165537,2.22560210439357,2.02333789128597,1.40512616488831,0.502720926520925,1.11656470034274,1.8704493950748,1.58600209071585,1.45440296117278,0.637748515881529,1.30505613335065,1.6266770549915,1.93165791875398,1.38639088729017,1.25126930366474,1.67450211475627,0.145843114365111,0.305030378817365,1.14623854283186,
Jordan,,,,,,,,,,,,,,,,,-49.1048593350384,-50.8131283264341,-47.3245220069293,-52.0897043832824,-44.3277132932305,-54.1278159667869,-52.0545529363353,-44.490621753158,-39.0027253457152,-35.6994356994357,-26.1323719726382,-25.5139002082767,-22.0323264440912,-18.759748745837,-30.8136266536746,-23.2916535322756,-31.1793717541089,-29.8183005048399,-22.607842651086,-21.1407123220806,-25.2977218856946,-22.2351362064009,-19.4576504328639,-17.8452739706835,-26.6643336832808,-25.0027484176966,-19.1923948553433,-20.9573467581323,-30.2434563014878,-41.5008297803985,-32.7199064289953,-36.1410330736893,-30.0149152787557,-21.4621366587972,-21.383373444504,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.32669983416252,-8.8437316258314,-10.0522635906116,-4.57468521677398,-0.735963426303392,-2.52583736134929,-4.51577616444355,2.34503966190589,7.50516096455343,-1.05903128515031,-0.050404137429208,5.37071176421955,8.59162114911068,8.81648714293553,10.6729683663498,6.68911423794031,20.1063754186217,8.22260186844188,14.740420774809,
Kenya,-2.57435683599327,1.58721850952818,1.91265595205126,3.07018297091443,4.17718262127707,0.701459231610334,1.5388312648676,-0.908677873693776,0.103451129686336,1.43995392147451,-0.838193692592463,-6.549752810404,-2.13925059792719,-1.2751793236935,-7.22163665503912,-4.6878958803376,0.694833516785911,3.36577235335233,-9.75250398833017,-5.85786627757274,-6.38286755960054,-3.36042311661507,-4.90080524624259,-2.26284060353904,-5.30411220961738,-4.84756860284927,-4.04467499410864,-5.09232523803751,-5.23255500047949,-7.0903184154995,-5.63570171310857,-1.5144346042579,-0.410121724333069,4.9487789748997,2.81443643230452,-6.5623391984949,-6.91090680068924,-8.68434215471741,-8.55872028501841,-6.5268045918945,-10.1339021068353,-10.0836832986279,-5.37672703460492,-5.95863528488702,-6.25648619783432,-7.46080573557718,-9.89234853312985,-10.9206907177642,-14.1160861757895,-12.4581634046417,-10.3442707065528,
Kiribati,,,,,,,,,,,,,4.69896281305338,13.2997390443625,45.5987941901891,39.786581742995,20.6985979313679,17.6000915777123,8.70126582278481,1.69167016365925,-86.7688419679615,-92.7851625298984,-107.383468417633,-87.3063973063973,-66.5410654657966,-104.81437754165,-125.301361406245,-109.643243876028,-95.9822672577581,-106.064740502943,-135.600670311255,-77.8574268282652,-69.1636874806172,-48.9677213419864,-34.0021890870843,-60.359348777628,-52.0023463429714,-41.9638700518784,-27.4269343646819,-40.3935164167153,-39.9323086698312,-43.8512138572168,-44.753934867061,-64.4963080528835,-67.0731076665652,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",-9.44167698647089,-9.66125632906104,-11.6131728613646,-11.070789027644,-7.67614684299337,-7.61565261480535,-10.1079549107003,-10.8952761118641,-13.0223204063724,-12.2143524155145,-10.192119830674,-10.6084973244832,-4.80570900211005,-3.16304826169869,-11.161397328259,-8.52485533549648,-1.99727358523542,-0.842762430337268,-3.73818934232115,-7.05819695637513,-7.9004716968967,-5.39974153889141,-2.52720668466089,-1.10175398991139,-0.275270145435281,0.591355573505462,5.06358659590278,7.07136927731139,7.14309157145827,2.05953338696702,-1.07530740668528,-2.65610654513678,-1.15813818753412,0.391020227022917,-0.742251362547993,-1.09275025906528,-3.47452632254739,-0.603642828811968,12.8694773093649,6.68638843164376,2.85702444814302,2.26225915514406,1.47528467928657,2.26834692171447,4.15781878350117,2.70205610898511,1.38680450969789,1.51055421825145,-1.17757112413851,3.70473583635796,2.78948713825352,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.6866561908732,-38.562941181473,-41.4384923452591,-38.4828933282209,-42.7938454198473,
Kuwait,,,45.9418070444104,44.6244477172312,45.8108108108108,44.5927903871829,41.3348946135831,31.0779816513761,35.6466876971609,34.5803842264914,35.7010640724602,47.6841822635603,47.9371606557377,49.7662270385383,71.1172325600584,54.4594233767126,45.378542243434,28.5834201505669,30.6732638459901,49.1534872711877,44.0511534352382,31.020069346982,2.14091304018874,9.77720058856803,15.4718549300493,10.9303372666677,-1.82593272922408,15.417123188823,4.62481490195668,11.0319334624378,-13.1331009948749,-108.808874868608,-13.7475314992254,3.48533602234295,8.52303465879361,10.3894511215184,13.0974709126315,13.2623682832781,-7.23400482313664,6.50009261192354,26.3267081071737,15.7648799925241,8.00690029335634,17.6280928015701,24.5361648684135,35.7097444157165,41.3776722090261,35.0971425063688,40.4566027356155,28.3365079365079,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.8925081433225,-16.4222873900293,-22.4,-20.3487284966343,-1.29659643435981,-12.0059360369485,-7.64375221767793,-6.30657614483493,-12.8918371518293,-25.819575799276,-7.90335563470933,-21.5427103629459,-14.793609251071,-5.73518837188262,-0.297766883720678,-3.75802655719867,-6.57051930745811,-8.70390712712125,-18.977454727094,-37.3092818020371,-31.2324301239555,-39.0081700328578,-23.9824592528982,-31.4191332347366,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,-3.57723587659198,-5.72769941405276,-4.08767772224344,-7.93067169493681,-18.2708670087443,-19.8654815770326,-13.1896818989907,-12.2748686783138,-10.079247760975,-9.70557348205251,-14.8353885655472,-14.1136883092941,-18.3596743633318,-17.3725211819008,-11.3577949990622,-8.30677311665164,-14.0864446256635,-9.32136088712968,-7.21629418456618,-6.93136538353867,-15.481266163249,-14.4102250249302,-7.58499411446067,-15.9400143284428,-15.1806061370456,-12.1144613820112,-4.56031560802097,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31326073030109,9.76103261817548,6.87769114988572,16.2576687116564,2.06609547123623,-2.20146505949382,-7.43473879262703,-7.8082460916669,-12.4369058904917,-9.23094093229456,-7.03256492229868,-9.5308266205662,-9.74588964672887,-12.5751277457156,-15.6124444377489,-14.3844311245046,-21.4651437554634,-20.0344321043323,-13.6486430389681,-1.47956151571587,-0.833625485682834,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.2172570262599,-81.9111782894805,-71.007751297413,-64.4801897338677,-61.1273630338764,-54.5308980034667,-51.5224772418855,-42.4039727576498,-33.0226804123711,-27.190332326284,-22.6861915112687,-21.7601844734819,-24.3469763596046,-18.8452479911333,-20.617671345995,-21.6214570584833,-21.2259141253224,-20.8922130905221,-25.1740661318932,-29.0373800860073,-27.4554122585419,-22.8394618438271,
Lesotho,-26.7206477732794,-32.9411764705882,-33.4448160535117,-36.0119047619048,-34.2318059299191,-37.7551020408163,-45.679012345679,-44.6491849751949,-43.0622009569378,-37.9881154499151,-36.6598778004073,-42.0475319926874,-53.0546623794212,-53.5077288941736,-63.4146341463415,-89.5117540687161,-120.716510903427,-100.535395597858,-73.3390854184642,-101.514531313958,-89.0806307646534,-97.7165354330709,-107.000458295142,-113.332621000644,-116.479316402638,-109.932533580935,-105.270148908117,-121.103665482217,-121.657811397429,-118.50688466,-105.146961188905,-128.633053010477,-116.008333011397,-104.803633829883,-99.5852267101315,-104.235380794353,-101.734502234602,-98.74659526149,-82.6176009812946,-77.7513931563868,-69.1657180368594,-59.1169309758886,-65.5078261503202,-58.3310962769105,-73.4145168498489,-71.9937969885401,-65.5430843818032,-65.9012688760127,-64.7280906636016,-69.7586700707249,-70.0760958959244,
Liberia,7.506733172193,-17.4531509581639,-35.8070221041595,-18.1291862438572,6.14168274178001,11.9407192259442,13.6127801342844,20.3308300915848,32.5802617582932,39.4420571050633,23.2567838920223,21.1129431636737,22.7452922014801,21.1596848495417,14.2365910779932,5.13057619023329,3.21308232714201,-8.43914957283378,-6.03139789544381,-3.70784024868197,-0.052457023630359,2.8984996343343,-2.08762102857656,-2.08546885343926,4.81736689799391,6.63121949990732,10.2543667583039,,,,,,,,,,,-63.1970260223048,-28.5595096124406,-27.1163416735265,-4.52843656700915,-8.36906556875875,-8.08768803516058,-12.5528780695262,-13.8767665407243,-14.0252597883591,-54.6078431372549,-162.549686904438,-141.507177033493,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55467318265119,3.06647366662955,5.12000838486532,-3.30261465923703,0.918029497341226,6.76029962546816,4.76190476190476,4.94027846490918,-1.51467587505886,6.65535044911238,20.1365089421997,11.8923005350081,11.0198412698413,25.716833105615,31.1360121265284,38.1317583628138,45.8385400657142,38.2092060131409,39.9186530416767,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.58208955223881,8.60240963855422,3.42337052260716,-7.81276659188956,-6.01987695220066,-10.5603090133856,-9.20121709823654,-10.0015330693969,-11.352579737961,-10.0183431885247,-6.27547183012366,-5.51803260487408,-5.71594830814613,-5.82695744688322,-7.07871727556629,-7.11361580007882,-10.1774550444,-13.3430830928832,-11.8129226711587,-1.42288000407841,-1.38989318599885,
Luxembourg,19.6742759415685,13.8695010216716,7.59442273145273,6.92645913970242,6.88438086652548,7.89792422245465,8.83974021021705,14.4140109039904,16.615082294359,21.1507905247089,20.2744280491021,11.3729036560905,13.1461405695374,19.9246106490711,29.074952684835,12.3305927267388,13.3552260618633,11.6035521057827,8.81236893740404,11.9368742234168,7.2347377010912,5.02677415968606,6.40037464410176,8.22527713231161,10.6181097799858,14.4093545923738,13.694151538134,9.16023386101128,10.8297449940793,14.3436324848581,13.3053911475379,12.2347114816531,16.3265133273726,18.0104941887951,20.2346859896978,21.1954759336347,20.2315688186065,17.3165577594134,16.4568810078899,19.253474666613,21.0080634164523,17.6118516943333,19.5729463202778,23.7455630692529,24.1736748749813,25.451333278296,30.7878491282481,32.2999159787146,32.0867724062734,31.1115033455818,31.1886437744152,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,15.9583954600881,15.4472641874337,22.3528509297137,18.1533982999984,16.0114046720558,23.1773045839467,21.3500990543152,22.5823877763552,25.9963126578304,19.5050554192883,21.6201291802029,22.1854618836302,21.0976710429855,27.4937884335325,31.0552802969131,29.856703659671,28.7443857375195,25.1819061525289,35.79222262272,32.4165059286475,33.9749822146755,35.0209347159601,40.6424710015663,32.3837809580675,28.8908984918515,27.6689418774305,33.736290263825,44.5787234568918,57.1035342136221,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0379090932437,-2.97173348403012,0.992800942520734,-7.94407966598228,-10.2152190119233,-9.75689172110835,-10.3367532508401,-13.5376334733045,-14.8789606862792,-9.98196753041492,-14.8919159016879,-13.9188593959143,-20.1258516422934,-16.4373625752655,-20.1209709977905,-17.0081883871318,-17.8332744900159,-18.4386378767579,-25.2992020953619,-21.5601720041818,-18.6384026286379,
Madagascar,-6.59434077384758,-4.89859126166438,-4.62849956311923,-7.14586641109114,-6.62504598033169,-6.78829435382124,-5.90335151286067,-3.9898091438156,-5.0398366481456,-5.00227812020456,-2.4252915628937,-6.58098034378817,-4.06025867397792,-4.63087612637064,-4.6809925878741,-5.03061679140931,-2.36095899213372,-3.6039798041848,-6.9063625649453,-15.8117477156616,-16.3951011652238,-11.31096740113,-9.44129548089944,-6.96358632370064,-4.62585160027115,-8.26626107276502,-3.39834683282668,-5.94142605977662,-6.79965024878934,-3.82214476784849,-11.4250399823438,-8.57908491946166,-8.28349422915684,-9.29780679992872,-7.56658426596296,-7.57697160326808,-5.51185299620654,-8.09385201538625,-7.75684523769724,-7.74417173716352,-7.32579427171094,-3.21359303830764,-6.56546598159401,-8.98774929854282,-14.84745082333,-17.3428544014435,-16.0420377858206,-21.7434883995501,-30.4256331851469,-23.9976448778756,,
Malawi,-16.3230240549828,-15.5573376102646,-13.6085626911315,-15.6272927366104,-8.7706685837527,-13.7888956680903,-15.8064516129032,-10.849539406346,-15.3206069505629,-16.117381489842,-14.9111937216026,-12.0223978919631,-14.6543778801843,-9.94505494505494,-10.9425785482124,-16.764206154427,-8.43137254901961,-4.62912087912088,-17.9218176926462,-17.6402551353247,-13.9588096242345,-5.82979892297948,-6.35035324341683,-7.57132949517403,1.94447705543313,-5.70723604433727,-2.1380907296831,-2.35735330625108,-9.22080217292893,-15.7376617764027,-9.63869318651133,-6.03572661196448,-19.2496075432551,-16.0916686978332,-32.1123130029957,-17.7199358396513,-9.0509173511278,-12.2288951768234,-5.3348530984881,-15.2714119371931,-9.7313305814927,-11.1359509702407,-13.3514203794855,-13.899364333689,-18.2346298909504,-28.1400317981008,-24.4891864842316,-12.5890393063315,-21.7519381977795,-15.890257547214,-16.605017801385,
Malaysia,12.1551559755127,5.21161191464638,2.39749681200547,1.6574081558589,1.64891350390089,4.21194126669964,3.8794026493835,2.28960167603187,3.2472202238379,9.26513535285304,4.09684009795939,1.40141805728174,-1.22518049747191,5.36478362881617,0.281436092266766,0.481587716355358,9.91851639578593,7.14132442686416,5.44288950866908,8.70096650402312,2.41679345285289,-6.1435021032799,-8.63771381470907,-5.68093319425318,1.83380868899726,5.01206311072289,5.96049394202016,13.869399401156,10.2067777114105,6.06463189402004,2.11956243200192,-3.66037008562911,1.35649527085162,-0.099887467224722,-1.60339556000822,-3.9348790631267,1.38531726037545,0.913781769854557,21.9952532945236,25.0518679940893,19.2126284718618,17.4403467024412,17.2543728944477,19.6917632393993,20.372409545025,22.8311114088564,22.6414897265341,20.5918862890527,23.1572989646707,21.532731253715,17.8107935803778,
Maldives,,,,,,,,,,,,,,,,,,,,,-51.5736119775421,-42.6515823720793,-35.6726796624964,-34.2384105960265,-9.77137305699482,4.7972972972973,7.32899664892569,11.5382725527831,7.17630370170224,5.22329870433057,2.82636483131298,-5.93146450235454,-5.27942871234514,-12.596762000736,-1.47439456445318,15.4596367198313,18.6172420298057,12.7671349030116,16.6499467369857,10.5804180717612,17.8545420456377,1.04693419828186,4.83782859006455,5.28956416789594,-3.16650488474366,-39.2062544224849,-21.0087019587535,-23.626349188289,-29.0375750803185,-17.7344797735825,-17.5953300065907,
Mali,,,,,,,,-12.542070911455,-7.87255272265801,-7.80859152140526,-5.73197392029288,-6.79984694857677,-9.54003954357893,-12.6553062726547,-28.1464229906893,-19.6032177177491,-10.0254432033035,-6.8237161513545,-18.230583229069,-15.2336175928249,-14.4057103464577,-15.8917099876234,-15.4521596672303,-15.3667117103712,-15.0251318554603,-27.2145396440098,-21.9742771634469,-16.5360043835174,-18.2083657306017,-16.0493360246239,-16.5781233937864,-16.3640089125127,-17.4111824046488,-15.3871802927038,-19.861421698336,-15.12632202795,-15.7177940557411,-10.6390995009123,-10.4602099247805,-11.7365899473771,-12.6006890363661,-16.9700073960008,-7.34832842246366,-10.9408524481001,-12.3885688252132,-11.6853071828156,-8.1178284404046,-9.4014598540146,,,,
Malta,,,,,,,,,,,-27.1779451837722,-23.4284272624606,-20.9330397262203,-18.0139575016285,-26.4391716980063,-12.6403154724819,-11.0772305673907,-13.5053102912643,-6.97856963844148,-5.23015056947874,-5.47287748025022,-8.03483154562615,-14.961735007875,-13.8523383324099,-14.0576286492584,-14.6521347784205,-9.48969986998843,-8.8874867345185,-9.50816733630522,-10.3340648737158,-12.8164855483406,-10.49387820433,-6.94624262415851,-9.28106668385741,-9.77826051187828,-12.8374709755083,-13.0431376585148,-7.91284908634782,-5.46017824736613,-5.28488739760395,-10.6500217124006,-4.72264344979852,2.40122952727962,-1.71699495849077,-3.88955528899551,-5.34758244276399,-6.29067245119306,-3.85740402193784,-3.56479134989018,-1.1927074459022,1.74875661800096,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,-7.72795704722578,-12.7069993562012,-16.5530362759469,-4.3450255069457,20.913893222275,20.5734005344216,21.9445558326033,18.3090681524479,16.0579381988641,15.3343080694521,15.851121850506,15.6134125358977,-0.981164030204732,0.49331236348538,-10.9924926499218,-21.9574049142316,-39.9501137204932,-40.7937317040657,-31.4788975966895,-26.6019731573463,-29.8332730338208,-29.8788707243262,-44.6386465154934,-30.5656885431258,-27.5504642789501,-20.8790846726417,-23.1597438818464,-17.495342518377,-12.7601317134617,-6.90810389902345,-15.0897748948001,-6.19804587080268,-10.7250377854894,-10.4001000091232,-7.26143710047828,-6.4892134148278,-12.6099948040273,-15.373308198056,-8.13887088310646,-9.37807718688244,-15.3417841104684,-17.232476893021,-13.9289465348515,-25.3627154097802,-40.9594885801142,-51.756454816286,-4.18471537872569,-18.0117319221897,-22.9622930268135,-16.7077842158509,-11.6100805710583,
