GDP per capita growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Greenland,,,,,,,,,,,,11.1445686228244,3.75915723314645,5.28020829476297,4.63851332454475,0.443323586070932,5.74601200473236,9.48317890974137,6.44767938713508,4.01494869791637,7.37708902303129,-0.913782560841426,-5.34762575041201,2.26577106389041,-6.25916467322646,2.68217349541267,6.4967768329155,4.3456415221665,4.25465915236241,5.69517215086836,-12.1958660116982,0.066511291927313,-4.7685236221416,-4.85588211480844,5.35180558709956,3.17099802519058,1.34800945419482,1.28773204196928,7.56589873581885,1.37788494660691,6.9110247731816,0.999464009836942,-1.40858440270291,-0.669195300683057,2.40232997645829,1.93838888834409,4.76523456282926,5.92164186907431,0.750299820015286,-5.40358936764289,,
Grenada,,,,,,,,,,,,,,,,,,,6.74468072274806,6.6143534788163,-0.924776211206534,-0.894993695299092,2.0929237297627,-0.173394640912349,2.16829029098496,6.49528324490278,7.99210687028984,12.0072396713482,4.8195261281373,7.37952418736252,5.83896498968166,2.11857240119895,-1.0613006372318,-3.7291346432054,1.61426709688297,1.63407240869653,3.49530849986803,4.26512336453267,6.35244244733922,9.92588464911068,12.4302684150072,-4.109428068242,1.91833660534981,8.18837958255247,-6.70908640751219,11.7349945000959,-2.21752489397861,5.41848545386314,1.09291980503257,-8.6733910483449,-0.736448170570426,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,1.50095274825917,0.760898654605995,6.60775129246242,1.83700342239274,1.5803700208499,2.71179606422064,1.35965693930964,5.89253283682712,1.96084781514894,2.89266737824063,2.75343997376116,4.44756849192063,3.9314341441969,3.58739870434705,-0.652194079390284,4.72748826747791,5.20610229355852,2.49809950416375,2.22106897392376,1.26685744910226,-1.80170563515895,-5.89440153875937,-4.95673155366164,-1.93172176139531,-2.96321130814721,-2.17728002995476,1.18611565277142,1.55152112335091,1.60404984385923,0.771991886844475,1.29747220969054,2.43710866907743,1.54272039289005,1.65603152817866,2.56584685091236,0.639126310541684,2.02334661203476,2.62756986602402,1.47040086097567,1.18590713949391,-0.116616558421086,1.33418098193249,0.003494311716466,0.605918880308451,0.723632724675042,2.81096566738577,3.72625011389289,0.776521323666458,-1.90861603189235,0.244511038857453,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815622989042367,3.40675451921481,0.391142955772821,-0.257601815478878,-2.85848216381736,-2.83993068210935,-1.14841569880466,-1.45149052431327,0.242675094544182,1.9804307322925,2.33777114216905,3.14669777025338,3.22813792971088,0.437267195410882,1.3313976996558,2.16995002682023,3.7420501626887,0.665293074497981,1.26514653615821,0.708562721370271,-0.105994432417461,2.90069866637333,-2.34486253284984,-0.321904702676676,
Guinea-Bissau,,,,,,,,,,,,-5.62206032841192,3.83038249572516,-1.82691688219001,1.13152737788103,4.0456562828636,0.999163381337411,-10.8101562982328,8.76949654574145,-1.59799318718011,-18.5094859475914,15.1956142838565,2.03961125048049,-5.12184519404022,7.25037332838201,2.32369908827764,-2.64010640385062,0.931906737893783,2.55319378952943,4.00061433789591,3.99458244606291,2.99927850623317,-0.94407733375887,0.028463026720729,1.11953856879785,2.32302451057068,9.41098694320475,4.43380980489816,-29.4834219410451,5.73444944621662,5.4418553102997,-1.71708931063263,-8.87734756802087,-1.86028795450242,-1.25852531549768,2.25030956057782,0.101901829089911,1.12251855628125,1.12228662285052,0.88859506898396,1.36345987034538,
Guyana,,1.83914657231332,-1.57688744944525,-14.5703880857515,8.45510272360058,7.64945438625948,2.44394471973679,1.55960950007068,-1.4889553699269,4.68191230667661,2.45281644795148,1.83304634071911,-4.10957932914241,0.67731548290044,7.13168906363234,7.77400772718208,0.681107272693836,-3.57171167802798,-2.71071458349206,-2.49177377865648,1.45783464814446,1.66196974999555,-12.732411951284,-6.05116704737856,-4.16041014885276,3.33465315948287,-0.019898996143681,1.77725899478725,-2.9335225132205,-4.33620627510781,-2.60793424442548,6.20186835887724,7.80656070665454,8.02067075355082,8.27789838677411,4.78051722475912,7.73384847484324,6.11733598353959,-1.80477854423373,2.82376572440714,-1.59268535700247,1.94046557654852,0.683498273755404,-1.3945938603987,2.90254997565533,-2.28431922318971,4.83655280376753,6.75078392892378,1.79507117025777,3.1031435048266,3.32734675496688,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.21513054223671,-7.30298123768874,-13.6778343669585,7.76493677580628,2.13585861339661,0.75807209898872,0.28477795781501,0.861369323993316,-0.882674322969123,-2.69237682306385,-1.8537503145604,-1.18741790535275,-4.9562349922023,0.333577219774355,0.830445822765455,1.95241590560498,-0.480560911176369,1.55093500227659,-6.27513109551285,
Honduras,,-1.42604716380225,2.29883302961611,0.208911715764074,2.1056118963816,5.79370583973713,2.42480566824084,3.15529440414491,3.83935739270669,-1.95270086238618,0.882405862573819,1.17548214690461,2.84108471938447,4.82611960418149,-4.07920199931418,-0.884604429704339,7.16477318601756,6.98937065605779,6.58902432337705,1.41359632374008,-2.43690065492503,-0.598528876551413,-4.37499061533252,-3.89778241114358,1.23238705608821,1.09533089433023,-2.24690200350011,2.9367015646668,1.59508327075999,1.36572670143551,-2.69152783648391,0.427107953875819,2.79142130614108,3.4576510631952,-3.78656173401757,1.55416032321378,1.2079464221837,2.6727261604844,0.70307000845105,-3.93797467981271,3.57155445702723,0.633545519216838,1.66800954162845,2.46202299347138,4.12455717714006,3.95252152423358,4.46334903397971,4.09613345754165,2.17740887055022,-4.06394474970094,0.74379424316173,
"Hong Kong, China",,11.572021617876,9.84019381329269,7.8947378229221,8.93607774767749,13.5728932734096,5.9118784712142,-0.588714420715377,1.06895412311587,10.1965248430983,6.87907590807657,5.11621474892235,8.8950771496104,14.1323662391542,-0.015730618969428,-2.3388146265052,15.0089589254726,10.0424493697419,6.51807015082602,5.70169457197443,7.39898628251534,6.78011041805504,1.33492490743137,4.36807608543879,8.84744367253619,-0.404057944416607,9.7223370113425,12.0741638135584,7.72975936282774,1.16867041215312,3.56517403539725,4.82170778269651,5.20599333518086,4.23714719797684,3.6525450645857,0.287655518738589,-0.330672224484502,4.18529581647911,-6.80762119959263,1.58107429691208,7.00399800070855,-0.240603530533548,1.3909825902665,3.20955265233664,7.62395042852756,6.61531244214237,6.33462163975744,5.3324916342454,1.54682917960554,-3.02187987877039,5.99692817118147,
Hungary,,,,,,,7.07587919541046,7.10067626189674,4.49893641802228,6.45461806284146,4.30312298133761,5.89651544045611,5.78418419253022,6.55604040622879,5.42839435541738,5.577289935748,3.03157554475904,7.10127019727858,4.04051994502079,2.51454009621712,0.13479730694938,2.85977312269108,2.90173341372034,0.874406548270684,2.86366988258176,-0.071515493730445,1.70829407599848,4.22597286924362,0.088027207815884,1.8394230991468,-2.49449922845247,-11.8870465995983,-3.02623556243464,-0.46266521304041,3.0881683068877,1.63091759671974,0.333077005761723,3.33515101907642,4.31589904589124,3.4904282803894,4.49633006807275,3.95037028803591,4.80411496102104,4.14831221190912,5.02950548002501,4.17140300574408,4.05907231740208,0.269912193124128,1.07096936055714,-6.65413548323815,1.48750259178652,
Iceland,,-2.01288303324247,6.32475232148428,8.33793583426545,7.97974498188169,5.5273473786835,6.91004604172232,-2.84747449067309,-6.75892912323873,1.42770526689242,6.89467299195894,12.1501980923653,4.63445624079803,5.20631157725498,4.2858004440394,-0.632820647800372,4.91254745275111,8.01518322922425,5.19243472205045,3.83954639091255,4.63406745709692,3.08253424903356,0.798242252386601,-3.43818461480146,3.02744362604966,2.48243297979344,5.49486052237221,7.36317006380413,-1.6423478518133,-0.975500414476698,0.385665619278569,-1.37340664108511,-4.58053141076655,0.288501951514263,2.71462049531873,-0.425046307958382,4.22083876520676,4.05725450414298,5.18436630760711,2.84299376304453,2.90598938220677,2.54931808771259,-0.750899109663266,1.72750751205774,6.89321510514145,5.54600908163387,2.27963386943786,3.33712707265701,-0.596233315291627,-6.99041856058841,-3.84924152758388,
India,,1.79785248073347,1.05526366047013,4.11503450112467,5.22332504078098,19.0809968327889,-2.14790839400626,5.5268449903889,1.13564671422017,4.20082334681496,2.81380767000061,-0.660458219371932,-2.81633274321457,0.941637452182704,-1.16001551811242,6.60503871832074,-0.721829935005218,4.74507117024257,3.23366836708313,-7.4463817144122,4.27343507385116,3.56794732591827,1.1146616821019,4.88419652426791,1.50717054084883,2.90757328020017,2.47433194704738,1.70679482103402,7.29470110665156,3.72108799850466,3.34565797995154,-0.990111033343169,3.37609852884341,2.71776545333131,4.60899363679206,5.54912695271052,5.57945960826542,2.18205366106628,4.32579528490278,5.5439914033073,2.28921961964676,3.50060641940718,2.11602552568169,6.6862108898497,6.62887091152034,7.68383629287194,7.66674423977429,8.23302910680029,3.44394057751015,7.58031850930874,7.30710496003594,
Indonesia,,3.53842034144039,-0.576791264671385,-4.65775060154915,0.883419310326545,-1.5806983859341,0.257870959897446,-1.43322226612895,9.19673262505174,4.75917429669204,5.42669773380591,4.31461335394772,5.19490383108014,7.0635830549241,5.6087240340097,3.61606906098395,3.46064816630533,6.08365665496082,6.67407515551493,4.63917185433786,6.26216936243284,5.72594113246194,-1.12811495966388,6.1044726011543,4.91998185083868,1.37727093717415,3.89238378983738,3.3146950549303,4.42018628682777,7.16362153388397,7.14016258001928,7.12298768863981,5.49797124532252,5.58412244127568,5.91849807848006,6.81341892939895,6.12242808511734,3.26698563436946,-14.2869689190684,-0.53521021659995,3.55094385235601,2.29732738954542,3.15266028894581,3.45177836589137,3.7368264565032,4.4386722403875,4.30085619103402,5.1815768223187,4.89044196687193,3.49059030462699,5.01868491583457,
Iran,,,,,,,7.5118138660375,7.67819171942004,9.49847363851208,9.91715082097564,6.9645474301806,10.063961729712,13.2981721640205,2.78178090301282,6.43258832977919,2.76439997370706,14.2615898643939,-4.31557355609419,-10.422415135729,-10.2136242515226,-16.241991024439,-8.59999004631065,8.81961095874648,8.4381544585241,-5.22197238469451,-1.68077117222442,-12.4835867387407,-4.94026898986752,-9.47875699919732,2.94515080662046,10.7190834355198,10.1827675465849,2.43139707558302,-3.05842516403551,-1.82170979040967,1.02339255263783,5.23651479725706,1.48242860166521,0.824683337999772,0.117622261453903,3.43104719692067,2.15131701771763,6.07705694368161,5.77877911240618,3.81555645822549,3.36507397172603,4.61856700152714,6.53664767672022,1.09175708197222,0.619863161741009,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7877991812788,21.0854401915696,-7.14842446848387,-8.93741475658312,-10.1073837318733,-42.76901762539,42.8337124000061,-3.18506688396589,3.08317705846031,-1.47888444977643,6.2863266280734,1.141874288998,-2.11588055196492,
Ireland,,,,,,,,,,,,2.2662063310195,4.91888398206628,3.05544389434253,2.54711159376231,3.9324096148696,-0.12400585900042,6.75590785297547,5.67676918396873,1.70879403945179,1.89981405596795,2.12240470450722,1.32088837768059,-0.948943013827446,3.70982509183565,2.9207376411204,-0.473759572482805,4.65221700376792,5.66859049720058,6.23400545571133,8.3750284535338,1.34518344777381,2.64070005131498,2.18048240798314,5.33979016856205,9.07374270373313,7.28944046720194,10.3847671137031,7.30537145106884,9.4840247388652,7.7903569554425,3.13739603109222,4.1039209839735,2.47651850468804,2.61437148535511,3.06939682913155,2.82925245728727,2.85049828413007,-4.47939358768646,-7.68823997527741,-0.786649696280065,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,0.046527911445281,17.6848761950503,7.87207090358713,9.43480120991254,4.74579303593312,2.63409254519613,0.674316380681887,0.303890238438512,2.31143922730033,3.6556517080287,3.61779512610221,6.64486438155659,7.22264134667812,11.9355628558475,12.1621659575928,4.08889160355419,4.32480893799804,4.963799613774,5.52667917882272,4.4448809973555,5.12687201540115,6.89289808680115,6.69907515732177,,,,
Israel,,7.59141361229918,4.96777843145236,6.69410252989675,3.75053725060128,5.34825011968284,-2.58810569171783,-1.35741062335288,13.8366649970342,10.6446529842748,3.80739318081879,7.78136859786804,10.808486275574,-0.755849381655267,3.70813348354464,0.985830875420703,-0.920952408711884,-2.22201711667699,2.6341818648215,3.58977999303896,4.33592422278819,3.07466997246422,-0.085398909036783,1.64485247225372,-0.406368565240385,1.63937964976648,3.18263239159253,5.47032898661143,0.347472511894324,-0.827642449926032,3.57996836861727,1.4102053506565,2.04020259963784,2.78803574159691,4.19861749761816,3.86538529446629,2.90178413759961,0.327728767880316,1.92021856772058,0.703366086860811,6.34892153540866,-2.37102563165689,-2.64553591018425,-0.304790909478982,3.15868301043393,3.26227023412868,3.84629951250682,3.46090848573255,2.42571099634534,-1.61400847045243,2.75671407311209,
Italy,,7.48641883914027,5.48747776983906,4.84205248927532,1.95553270968082,2.40204614684995,5.16416328074499,6.40567760378148,5.87359459594813,5.49917950556593,4.75500960101753,1.34428044320704,3.10348970560082,6.4018059375863,4.81201385273167,-2.67318392606266,6.59231974718662,2.12582745892982,2.87293639443308,5.65322400831944,3.21717011155513,0.72323242141681,0.339224957552801,1.13249116481795,3.20278303627799,2.7683814351785,2.85436691054663,3.18143029317457,4.14404208571759,3.31086199121327,1.96719046371653,1.46346562916766,0.70451792667842,-0.913401712454117,2.1302154852974,2.88520232790397,1.10626539476944,1.81213183122948,1.41897866878102,1.43402923175235,3.60664786357685,1.79986034446446,0.134762612180637,-0.822633038369105,0.732771023206169,0.187749693044864,1.6190090773361,0.940176321463554,-1.91102146960841,-5.61936805053426,1.0500971761029,
Jamaica,,,,,,,,0.636617226591937,4.59523156821669,4.35978480536414,10.621542309708,1.01878759186418,16.1982152462452,-6.97938783434412,-5.66509190172647,-1.6012485949213,-7.82596821098387,-3.62308905873533,-1.05820455395111,-2.18073416694081,-6.98984092250903,1.2486438195546,0.315576373230215,0.058087900885838,-3.23088226291196,-4.25390279813865,0.805227147958249,7.17130044298919,3.71838154970658,6.3384455692209,3.54219701014533,4.1392427388682,1.2401573288203,8.61116053055572,0.601237841465235,1.52463896504946,-1.30458000434142,-2.08241867909206,-3.20209656047513,0.360386977328162,0.290461801630144,0.745756646356526,0.480249102774508,4.70436271028116,0.916193982983188,0.56077383539224,2.2205278947868,0.947344676066365,-0.964362560611917,-3.34796038937385,-0.835440414507758,
Japan,,9.16119362821794,7.8986624835067,7.37559493480056,10.5191408614239,4.68855862364903,9.63295803842871,10.0510000752655,12.5071650115534,10.1764868135701,3.11440521617929,3.2854536050011,6.90549972230158,7.14198249506568,-3.09292401480683,1.45411993998566,3.20880119134306,3.38918525759304,4.32365293869492,4.59916663903223,2.01464517838721,2.17576031657261,2.06941100555522,0.921669684184835,2.46678917719645,4.4419439576253,2.33326918655709,3.28575411630507,6.31023869931089,4.86076281957961,4.84295607766347,3.00416463956653,0.569070016941737,-0.075874039654451,0.520535048251887,1.49342410626529,2.37449360013544,1.29775874825637,-2.29605097447094,-0.330242186864211,2.68177393367952,-0.035442718728774,0.029390866840572,1.19676662790525,2.70968187846685,1.92451923870803,2.05304724734765,2.35102413580776,-1.11365937694556,-6.18026088457771,4.08727771457266,
Jordan,,,,,,,,,,,,,,,,,19.9187160819077,2.66037114647206,16.5451811602934,5.05505961003365,14.5542446774144,0.724426638100667,3.1752395912895,-2.00221995588633,4.57807563166752,-0.170810564226059,3.11422417836408,-0.792154112635558,-5.24799224621087,-16.5107432598188,-2.65748162948046,-8.9473170645164,12.6886849023638,-0.001500763841562,0.981113698861293,2.79092065214084,-0.982063175000874,0.201380689521557,-0.086014022035883,1.5553452076048,1.70227742750893,2.70044716566713,3.25558765824063,1.63616208032971,5.97323699914129,5.69374795613786,5.49709160191409,6.09191081839784,5.28449707167252,0.111028093630466,0.856232122184821,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5545424151242,-5.23430068567107,-8.59574140903085,-11.3227101744251,-6.57725298142968,2.03371682922099,3.31958573822688,-0.19200362647544,3.68290253620667,10.1304990312961,13.693193147146,9.79547024459603,8.93292284354861,8.84101937363018,8.72919995069658,9.53532791985413,7.66144313503733,2.04907079552574,-1.43781206812874,5.7912461741102,
Kenya,,-10.5982014128507,6.06388146302174,5.36617291032837,1.63623103716412,-1.25927179417647,11.0167615537938,-0.017812053762128,4.40722159389331,4.328790000586,-7.91549113788045,17.9292809529011,12.9577675258473,2.12177300340754,0.321255710236002,-2.77455447082353,-1.56744877532147,5.4500002329473,2.98153602493474,3.63214984241699,1.6586850601971,-0.109683755605943,-2.29482891720821,-2.470293613728,-2.00668567091336,0.494607547054642,3.32677674198179,2.19422659323658,2.51842181607218,1.1272011607667,0.718283016739335,-1.87985664423815,-3.97734636530529,-2.76888146360029,-0.435275778159891,1.42607118090071,1.31749728634014,-2.13959326650107,0.675890195934571,-0.266318497623175,-1.94814324840881,1.11882277592888,-2.05378132195594,0.260800989471164,2.38788744574808,3.19347240877674,3.62345057644727,4.30960099490795,-1.0334016376803,0.026081216526407,2.81381215377394,
Kiribati,,,,,,,,,,,,-3.95255687903563,10.2687194521003,18.9951456045726,42.9740883707688,3.58590151679053,-27.7938633149934,-6.20158860216328,-0.815112353093355,-13.3290456578794,-45.5680645218138,-5.50616821285081,4.41007497837838,6.50068646915638,-3.46669155451056,-6.72321293662581,-0.657699056653144,-5.14511815885754,15.741625434742,-10.463756239283,0.720785737659369,-6.04133801870135,1.65461564278411,1.30752311306497,3.61294487278059,-2.58955964348902,4.4306043928064,3.77918510726636,9.09644884761276,-0.373797774670521,5.34442556947722,-4.8184905515543,4.24501069410175,2.58409630848587,-0.900399397126222,-1.43363648052444,0.214930890003856,-1.18689399849104,-2.62409379387404,-2.16837741522977,-0.20851399999998,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,2.27961704197581,-0.299305845165392,6.69445728740341,4.86853967495415,2.63469419186531,10.0472328340722,3.68413132271482,9.22933783253586,11.6389495153776,6.05640322029795,6.00849594012112,2.36449155439793,9.82490979489508,5.10391373978874,3.92021305162787,8.82046251035466,8.2938983477594,7.64851031424207,5.17561350656339,-3.01281544957294,4.52079713491369,5.67940435612806,9.15393080553943,6.77530273679084,5.75560223471969,9.60354847891037,10.0592240331113,9.58686521449548,5.72439132005809,7.9100700991938,8.38440628749484,4.91788198105483,5.18702186279967,7.56719931487926,7.61952216102657,5.9832793117631,3.67399531376475,-7.52457098280234,8.71127332904129,7.58383490057157,3.20724052309078,6.55376463542659,2.29369178302912,4.22701755439425,3.74335673985098,4.83242302054947,4.76093735308893,1.98058117046659,0.031384870640608,5.8838132600157,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4245539712732,-1.61562252019533,4.75664627940138,2.08650879672498,3.25660311438452,5.40348902644909,5.82358543417365,6.30445682451253,2.32991689750692,3.42699724517905,
Kuwait,,,,-8.87831499568603,-3.79169693754504,-10.0703695578994,1.5194311004249,-6.75322112276052,0.234236380067657,-5.36354418888806,-4.56323130736527,-0.0330898608577,-2.70638417121778,-10.977561070837,-15.1280024130861,-13.4015918394367,3.00526570843103,-5.42871084097153,1.83602269027429,8.18272168535236,-24.5499762843797,-22.8794492801551,-16.2712920001902,5.51502977884782,0.443701071431406,-8.77102099819702,3.02194676394932,2.47691142852877,-14.0789169210713,22.548687461605,,,,,,,0.592212369970227,-0.620873548009996,-1.32687373817268,-6.73462662717277,0.186500555220874,-2.71961995932193,0.002881415546113,14.1773611073234,7.04426712217713,6.95916235500312,1.28864504786641,0.263561871429999,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18977933219517,10.621260035068,0.847640402777159,4.4727147054974,-9.34576344075306,-14.8784718420977,-15.4836571187588,-20.0550690804927,-6.36329974139933,5.51119339281254,8.32365349683148,0.567169555902922,2.12674712269094,4.17833310098817,4.32693965777899,-0.930912273505115,5.91398227561496,5.73950138501773,-1.29704088789532,2.00238104500234,7.51068318076126,7.37644052660016,1.65353970213565,-2.53107504121995,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,2.27352607086763,2.06552294434394,-4.11358687756653,-4.70836673098938,11.0232342615872,3.73569990128884,1.3958923440521,2.65050309836499,3.06218663542531,5.36682594301784,4.41678404006814,4.46973655713914,4.55815860947635,1.85065307126891,5.24951912414279,3.88579000854918,3.95558429791964,4.22711148987129,4.48725840574721,4.80745060334841,5.49376275454556,6.89915648215514,5.86128524822769,6.00551206726816,5.92709208582947,6.89919561502426,
Latvia,,,,,,,3.35931432990482,10.8386905190473,5.8428114340777,3.69632215215856,7.28924660776258,6.95774848773671,4.28931562936805,4.90549157688713,3.94656438800102,6.05086727702667,4.98513944295504,2.61644887714485,2.7532621764374,2.71349256820828,3.84429595316426,3.91219739911747,1.8787953105825,4.60242079703997,5.09193833079784,-1.02546385837068,3.86182361302212,1.29826048173463,4.03304655380153,5.14969751842587,-7.8120630539071,-12.1807171746428,-31.1775189815563,-3.09071293426412,3.9147913524242,0.47769635333043,4.96658781824087,9.36750957421357,5.7148984049457,5.55477586289533,7.70223180823525,8.8681122540255,7.21858723792333,7.80822624078566,9.26624467948702,11.1925915178502,12.8495472985634,10.5500882862912,-3.82073745639131,-17.5452844284824,0.361257921306148,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.8090128955481,24.581370567389,34.6526395521608,1.00443937302516,3.07949117872161,4.30903185951013,3.51751983585082,2.87394338564422,-3.86799986086672,2.26166537507335,-1.69030469401505,-0.072134264843584,2.29770731732771,1.62089149857169,1.48196536925956,5.79537075662704,-0.355283509606593,-0.505158284171856,6.52811504477253,8.4322176608699,7.72250529546173,6.24034303288387,
Lesotho,,0.116052632021237,13.2800110145246,8.58725976962991,6.2200644694957,0.201752870008406,-2.34786383597381,8.70415219109259,-2.37670430197905,-0.51043069684539,0.104242519432447,2.99126788228247,-2.22137420129759,23.7879705629315,8.56814473983067,-15.5095066623322,8.3397772473037,18.7127645560693,15.2263323837697,0.175511206382438,-5.31057398838578,-1.95610288401689,-0.125935029420759,-5.66312163716768,7.71247908725449,2.59578153918385,-1.58044273185359,-8.9888498827892,6.7784754929806,4.84511086363099,4.53920232298034,0.511495590775638,5.4615684543851,1.46626411873629,3.77262704945068,-0.092463296159138,2.68744079159529,1.44107699892805,3.50572099533382,-1.35550352100428,4.07105520586133,2.85036220773864,-0.000193248806411,3.3834996573358,1.35352216007946,1.77249103607015,3.31671675604099,3.7107097330904,4.34067779162103,1.81964521680393,4.54829059593287,
Liberia,,0.021599022576922,-1.0788411191473,-0.204182232766712,2.56573117190165,2.1757677716614,4.97232955752062,4.00278896798581,2.03913765281494,4.45279003723364,3.8033907900995,2.05832516859421,1.28409476648648,-4.97143457738967,1.79820717419554,-6.23398781346907,2.31359463461953,-1.2630257824606,1.83795873094488,0.196919662358866,-7.09328151841785,-5.40364445676241,-5.77530980101894,-4.98657631703288,-4.48857237658667,-2.27980013102287,-2.11417986193496,-0.614136095787117,-1.01934202044673,-25.6303576203843,-50.2903511962452,-12.7592491383881,-33.9108785457878,-32.1968120285083,-22.120224029247,-6.7648714750755,6.56462598082766,92.5859697665002,20.4951387179184,15.1873443058689,19.6815360774345,-0.320980292942068,1.73453682940512,-32.2348004633449,0.765140123220647,2.32821102527549,3.53255523983003,4.2566075922122,1.79359585727327,-0.250668214637997,1.33873816239063,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77980547061098,-6.09724563057755,-3.17040400655613,10.8226381513147,2.33639608852043,7.67308893741432,3.67141924191405,3.72417908326558,1.66366399875115,0.256999454066431,,
Liechtenstein,,,,,,,,,,,,-0.387573317803174,-0.149242257076779,0.015516526818502,0.076900053808799,0.071365363597636,3.08979641576659,3.09023831275962,3.09529484088674,3.11713957553039,3.14655598353579,3.23030959336262,-3.06682239859417,-0.936489961998291,2.78929358737526,5.5260458519075,2.59750644562264,7.79280049496637,4.26863840348442,3.14798775686953,0.929998474220099,0.470161627592816,2.25052435268857,2.96887022937311,5.48436079661214,4.53418449653651,5.58468349833632,5.93342824182363,6.48518631863912,9.11877226767463,2.01685017100046,-1.88586480551369,-2.13337535160861,-3.03336314178412,1.96275497663308,3.82801623441426,7.71669786154263,2.53195849123959,1.06729588697721,-1.85102615677282,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.83598819762396,-21.1734221345262,-15.8287446068439,-9.13764680587342,4.08820060846639,5.98546764150114,8.26501085881732,8.41135015321457,-0.368862875670572,3.97953295241587,7.29507128873172,7.24001685850999,10.7211244549347,7.93240866098168,8.4743423583769,8.48736960922226,10.4406051521513,3.46392145428855,-14.2653373146191,2.94728334187471,
Luxembourg,,2.88784674125479,0.124677245991322,2.36992923273218,6.66457702591323,-1.85784159538051,0.380680193614907,-0.112343962356988,3.91864327411832,9.43521286005213,1.20759374317649,1.69279687258275,5.31292479504901,7.12276731906942,2.86229884579457,-7.58647513502996,2.02809973797753,1.39354064380251,3.88838757695696,2.10614344012052,0.482546794964051,-0.843667956937878,1.04829477152921,2.96175365323421,6.07785045746783,2.59324602555499,9.49157414069721,3.2794672496409,7.67910593815759,8.73531172348684,4.00981124670497,7.1984086558855,0.476077307135881,2.81121863634857,2.41663005520023,0.017300174023106,0.145068450160295,4.61939719958366,5.17351406266442,6.9630042818921,6.99576061829185,1.30393944073361,3.0199106329847,0.321434129360895,2.92496457014748,3.82895827205596,3.31110064797858,5.00436612147865,-1.03124804320824,-7.03645379081952,0.811434380737069,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,5.64640273866712,3.91117773970431,-3.56583707504812,2.2133908127757,9.5439506318246,3.53396560603221,1.2296272274088,4.61746578484275,0.95407301356181,10.7835614444568,3.2043863725457,2.5134340887866,1.60955811116743,-1.97024367107369,-1.81399440457366,-6.05921880053182,-3.97731750775411,3.84600907223754,0.937195325542547,6.696626612095,10.1475377967934,24.0325851748025,5.99657171156372,11.7140762415806,11.6481229596852,0.864490714083928,-0.823217591886518,23.3896444967819,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8255912919735,-7.12007001943952,-7.9491635358973,-2.23726237269443,-1.59853693579929,0.682345061467956,0.943386942080423,2.89051285732698,3.88174535561193,4.13726183043748,-4.85607711076685,0.545282474244175,2.53437370121378,4.35865716370027,4.09258008852672,4.77452543382977,5.89846361502234,4.7147019321424,-1.12476006904204,1.64033213592232,
Madagascar,,-0.358048476895377,-0.166772966677129,-3.31408397697876,1.43820442261268,-2.88931174514212,-0.451970879163767,2.90638379098394,4.14551307414675,1.07799558418876,2.54986096419006,1.19820182273229,-3.89763523771249,-5.23403572854637,-0.75564843875226,-1.49998487614479,-5.73134183123946,-0.463706278744368,-5.33578525643817,6.89427965475792,-1.8386792374185,-11.9978627827021,-4.25621477961295,-1.59954825067919,-0.859922915759626,-1.47379792967448,-0.778694184780321,-1.61266047225939,0.487221717665904,1.09668517343044,0.140868741362453,-9.05148817565437,-1.80519054535553,-0.953658095012415,-3.09126606288864,-1.39518879182539,-1.00321362458502,0.471849735702662,0.698045657973495,1.41625968307113,1.54108884089059,2.79214568839829,-15.3063319793631,6.50282062107578,2.13147103988791,1.51465065413852,1.93975615583307,3.14242794494241,4.02683044899605,-7.31826577006049,-1.32648936731664,
